20,0.398772,0.402296,0.402088
40,0.464665,0.410828,0.463318
60,0.597175,0.473519,0.594488
80,0.728444,0.492282,0.715697
100,0.878622,0.498937,0.849752
120,1.001034,0.481718,0.959284
140,1.159889,0.522014,1.108857
160,1.292735,0.508212,1.226818
180,1.467059,0.524506,1.386564
200,1.571859,0.516340,1.480008
220,1.749713,0.522200,1.640575
240,1.863912,0.514386,1.740575
260,2.042515,0.552138,1.907190
280,2.142515,0.523279,1.994385
300,2.327242,0.539231,2.160281
320,2.418885,0.523711,2.244664
340,2.620067,0.540463,2.427494
360,2.701454,0.526014,2.501193
380,2.914766,0.551307,2.686587
400,2.985828,0.533849,2.756548
420,3.188281,0.536164,2.938688
440,3.272409,0.531117,3.011201
460,3.486158,0.555949,3.206570
480,3.561610,0.541733,3.273409
500,3.781227,0.548368,3.473561
520,3.840416,0.541945,3.531707
540,4.076023,0.558525,3.736137
560,4.137532,0.544772,3.796387
580,4.507572,0.563437,4.133959
600,4.430632,0.543056,4.063080
620,4.664828,0.555029,4.272625
640,4.712129,0.544917,4.314558
660,4.961524,0.555132,4.535062
680,5.091016,0.560651,4.654388
700,5.168644,0.557616,4.727227
720,5.403145,0.578961,4.977216
740,5.434798,0.543894,4.968709
760,5.691750,0.559000,5.200441
780,5.720683,0.550923,5.225744
800,5.988343,0.570889,5.462096
820,6.021362,0.567351,5.501642
840,6.280979,0.561605,5.724529
860,6.322295,0.580974,5.772862
880,6.587024,0.581882,6.002880
900,6.610429,0.559944,6.028108
920,6.880562,0.566243,6.269698
940,6.909367,0.569111,6.299803
960,7.201678,0.580363,6.558273
980,7.196745,0.576794,6.556817
1000,7.481518,0.609881,6.810813
1020,7.486746,0.593025,6.829222
1040,7.759308,0.589304,7.066116
1060,7.786049,0.586913,7.091576
1080,8.104882,0.596592,7.382649
1100,8.086360,0.593018,7.360897
1120,8.415128,0.604638,7.652445
1140,8.394720,0.588789,7.643402
1160,8.725509,0.614895,7.937528
1180,8.700492,0.596969,7.915356
1200,9.037083,0.610384,8.211760
1220,8.997338,0.588740,8.185798
1240,9.331505,0.591324,8.479889
1260,9.285495,0.588037,8.444495
1280,9.628565,0.601719,8.741519
1300,9.584693,0.586738,8.711210
1320,9.959435,0.614340,9.039281
1340,9.892398,0.588796,8.992739
1360,10.193848,0.592942,9.262494
1380,10.204421,0.582735,9.269665
1400,10.580087,0.604888,9.602344
1420,10.552554,0.638074,9.592755
1440,10.891890,0.618375,9.882024
1460,10.833965,0.608091,9.842616
1480,11.203524,0.611317,10.168633
1500,11.130502,0.600340,10.106656
1520,11.507103,0.620762,10.443095
1540,11.422418,0.597446,10.371082
1560,11.844478,0.627827,10.751217
1580,11.760391,0.606207,10.683439
1600,12.162974,0.642181,11.036676
1620,12.068421,0.616759,10.954400
1640,12.475673,0.629198,11.311530
1660,12.379140,0.618162,11.233827
1680,12.741577,0.624835,11.555332
1700,12.695173,0.601656,11.517417
1720,13.122122,0.616962,11.895615
1740,13.002558,0.615673,11.795451
1760,13.434540,0.625031,12.177573
1780,13.309425,0.620637,12.073676
1800,13.846168,0.623717,12.560183
1820,13.649132,0.611159,12.378649
1840,14.106267,0.629367,12.787303
1860,14.286707,0.643365,13.120332
1880,14.399865,0.630576,13.038540
1900,14.675196,0.633146,13.294876
1920,14.482306,0.619725,13.124222
1940,14.944772,0.635153,13.549296
1960,14.796346,0.619550,13.410450
1980,15.284923,0.633424,13.853171
2000,15.102422,0.627305,13.680748
2020,15.626178,0.647432,14.153538
2040,15.426143,0.623138,13.980110
2060,16.010359,0.650920,14.503443
2080,16.173846,0.669420,14.651966
2100,16.034026,0.647000,14.531053
2120,16.659785,0.660590,15.090007
2140,16.541343,0.650962,14.972483
2160,17.119253,0.658967,15.497456
2180,16.972835,0.644636,15.378622
2200,17.562325,0.658879,15.894029
2220,17.426056,0.653985,15.789366
2240,18.070121,0.651822,16.349925
2260,18.204426,0.663017,16.409219
2280,18.458404,0.672563,16.741297
2300,18.467006,0.650078,16.724070
2320,19.025661,0.663886,17.209817
2340,18.939484,0.661572,17.157021
2360,19.454317,0.672183,17.608003
